Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q3 2013,24778.2,732,0.44638109
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q3 2013,8083.25,155,0.44870566
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q3 2013,13503.4,428,0.36608558
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q3 2013,15521.36,238,0.37699145
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q3 2013,131345.57,4843,0.52840457
United States,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q3 2013,36625.35,1065,0.5457982
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q3 2013,13176,2196,0.69
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q3 2013,3599.99,599,0.69550749
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q3 2013,5607,801,0.73142857
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q3 2013,4788,684,0.66714286
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q3 2013,3020,604,0.61
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q3 2013,725,145,0.608
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q3 2013,910,182,0.642
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q3 2013,4295,859,0.63
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q3 2013,3762,627,0.54
United States,Web,Department Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q3 2013,2691,117,0.60869565
United States,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q3 2013,4340,124,0.59885714
United States,Web,Department Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q3 2013,1194,199,0.52833333
United States,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q3 2013,1019.85,195,0.63288719
United States,Web,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q3 2013,984,164,0.54
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q3 2013,217661.15,497,0.49537618
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q3 2013,213468.2,242,0.48883347
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q3 2013,178150.72,352,0.4511865
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q3 2013,135975.77,161,0.50270552
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q3 2013,132828.3,110,0.48738334
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q3 2013,244644,370,0.48336358
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q3 2013,87837.64,68,0.52776509
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q3 2013,384184.32,444,0.51345229
United States,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q3 2013,72216.78,989,0.61106546
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q3 2013,45358.78,538,0.51132724
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q3 2013,37923.6,221,0.46503497
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q3 2013,44048.27,4258,0.7293333
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q3 2013,51851.6,4175,0.51689051
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q3 2013,43751.4,210,0.61745224
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q3 2013,7959,758,0.75714286
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q3 2013,9041.04,2598,0.75574713
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q3 2013,17506.68,276,0.26880025
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q3 2013,58720.25,493,0.37031944
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Dome,2013,Q3 2013,129175.57,199,0.38994657
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2013,Q3 2013,226853,410,0.2904934
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 6,2013,Q3 2013,24956.4,30,0.41097274
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q3 2013,60954.96,242,0.40447832
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q3 2013,15355.57,127,0.56537921
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,66284.72,682,0.33455252
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q3 2013,312414.57,1053,0.28096667
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q3 2013,211307.67,483,0.45397609
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q3 2013,61249.68,2631,0.3556701
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q3 2013,13227.06,204,0.37336642
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q3 2013,1404,234,0.69
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q3 2013,23905.35,3585,0.63708124
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q3 2013,480,96,0.61
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q3 2013,3030,606,0.608
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q3 2013,4185,837,0.642
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q3 2013,1570,314,0.63
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q3 2013,4680,780,0.54
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q3 2013,8073,351,0.60869565
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q3 2013,1025.08,196,0.63288719
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q3 2013,246,41,0.54
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q3 2013,15264.61,1237,0.35818603
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q3 2013,16098.17,4519,0.76139213
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q3 2013,295816.92,5579,0.34047846
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q3 2013,77881.36,632,0.35437799
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q3 2013,145571.85,2295,0.26880025
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q3 2013,57069.28,752,0.0117275
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q3 2013,34986.8,2765,0.59615769
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q3 2013,82079.95,4339,0.47136907
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2013,Q3 2013,460270.58,1309,0.28900518
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 2,2013,Q3 2013,367944.5,665,0.2904934
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2013,Q3 2013,256619.22,363,0.35779557
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2013,Q3 2013,67507.21,83,0.39754583
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q3 2013,333801,3900,0.29898353
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2013,Q3 2013,460317,3300,0.38346835
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q3 2013,681839.16,2707,0.40447832
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q3 2013,216428.9,1790,0.56537921
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q3 2013,87757.21,2208,0.50283196
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q3 2013,11185.8,905,0.41909385
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,49974.72,521,0.32941295
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q3 2013,338374.68,4634,0.2810189
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q3 2013,463621.2,1707,0.38637703
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q3 2013,151145.28,429,0.39449932
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q3 2013,478614.06,1094,0.45397609
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q3 2013,94035.92,3059,0.51204816
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q3 2013,147830.11,2117,0.41028211
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2013,Q3 2013,50192.75,3455,0.53536616
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q3 2013,46177.11,2950,0.52086651
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2013,Q3 2013,13159.68,447,0.38858696
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2013,Q3 2013,61533.36,1134,0.44178475
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q3 2013,15154.34,571,0.33006782
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2013,Q3 2013,70363.16,2107,0.43883731
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2013,Q3 2013,4537.05,87,0.44870566
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q3 2013,22684.45,719,0.36608558
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2013,Q3 2013,46913.79,726,0.37124287
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q3 2013,31512.64,1168,0.52594514
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q3 2013,11202,1867,0.69
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q3 2013,434,62,0.73142857
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q3 2013,1127,161,0.66714286
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q3 2013,2920,584,0.61
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q3 2013,13677.9,2793,0.62223368
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2013,Q3 2013,7362,1227,0.54
United States,Web,Outdoors Shop,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q3 2013,3841.6,112,0.59067055
United States,Web,Outdoors Shop,Outdoor Protection,First Aid,Aloe Relief,2013,Q3 2013,130.75,25,0.63288719
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q3 2013,28262.16,1224,0.31009095
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q3 2013,54837.35,445,0.35437799
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q3 2013,23527.26,1854,0.59732072
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q3 2013,8043.93,417,0.48159668
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Gazer 2,2013,Q3 2013,391736.4,708,0.2904934
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q3 2013,52616.63,66,0.38536543
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Peg,2013,Q3 2013,5572.28,2843,0.48979592
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q3 2013,156030.57,1823,0.29898353
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q3 2013,92063.4,660,0.38346835
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q3 2013,60575.91,501,0.56537921
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q3 2013,10933.6,632,0.51156069
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,52983.92,539,0.33892774
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q3 2013,46513.74,637,0.2810189
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q3 2013,99677.2,367,0.38637703
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q3 2013,356900.16,1013,0.39449932
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q3 2013,34194.24,1116,0.51044386
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q3 2013,51953.52,744,0.41028211
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q3 2013,17740.22,1226,0.53351762
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q3 2013,15273.72,957,0.53007519
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q3 2013,18478.98,689,0.37844892
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q3 2013,10451.2,355,0.38858696
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q3 2013,18843.4,710,0.33006782
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q3 2013,6310.15,121,0.44870566
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q3 2013,9366.59,145,0.3710251
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q3 2013,29273.3,1085,0.52594514
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q3 2013,5880.69,171,0.5457982
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q3 2013,1248,208,0.69
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q3 2013,2821,403,0.66714286
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q3 2013,2035,407,0.608
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q3 2013,2480,496,0.642
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q3 2013,1480,296,0.63
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q3 2013,2694,449,0.54
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q3 2013,2277,99,0.60869565
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q3 2013,300,50,0.54
United States,Sales visit,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q3 2013,6947.49,33,0.62143162
United States,Sales visit,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q3 2013,7037.55,2005,0.75783476
United States,Sales visit,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q3 2013,57277.29,903,0.26880025
United States,Sales visit,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q3 2013,66466.98,461,0.4798169
United States,Sales visit,Warehouse Store,Camping Equipment,Tents,Star Dome,2013,Q3 2013,37101,60,0.35958599
United States,Sales visit,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q3 2013,47396.72,392,0.56537921
United States,Sales visit,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,66305.68,668,0.3426355
United States,Sales visit,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q3 2013,2553,111,0.60869565
United States,Sales visit,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q3 2013,804,134,0.54
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q3 2013,11414.4,3280,0.75574713
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q3 2013,93622.68,1476,0.26880025
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q3 2013,71035.8,541,0.42880914
China,Web,Warehouse Store,Camping Equipment,Tents,Star Lite,2013,Q3 2013,435566.87,1207,0.30722463
China,Web,Warehouse Store,Camping Equipment,Tents,Star Dome,2013,Q3 2013,115240.43,181,0.37803078
China,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2013,Q3 2013,287716,520,0.2904934
China,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 6,2013,Q3 2013,18301.36,22,0.41097274
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q3 2013,77382.4,640,0.56537921
China,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,1149.28,22,0.0007657
China,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q3 2013,178904.07,603,0.28096667
China,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q3 2013,107622.54,246,0.45397609
China,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q3 2013,34221.6,1470,0.3556701
China,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q3 2013,14229.38,220,0.37182084
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q3 2013,3023.03,503,0.69550749
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q3 2013,4025,575,0.66714286
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q3 2013,13220.13,1947,0.64359352
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q3 2013,2220,444,0.61
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q3 2013,5830,1166,0.608
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q3 2013,6935,1387,0.642
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q3 2013,4890,815,0.54
China,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q3 2013,6256,272,0.60869565
China,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q3 2013,3910.2,114,0.59067055
China,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q3 2013,564,94,0.52833333
China,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q3 2013,643.29,123,0.63288719
China,Web,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q3 2013,1074,179,0.54
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q3 2013,44345.84,7084,0.53194888
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q3 2013,20968.29,1743,0.34164589
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q3 2013,39667.6,1736,0.30284464
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q3 2013,20584.2,5915,0.75574713
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q3 2013,87923.3,1685,0.32981985
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q3 2013,102404.13,831,0.35437799
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q3 2013,180141.2,2840,0.26880025
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q3 2013,158911.36,1285,0.39352983
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q3 2013,42067.35,2295,0.45444626
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2013,Q3 2013,611818.8,1740,0.28900518
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2013,Q3 2013,327918.94,510,0.38411609
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 2,2013,Q3 2013,566025.9,1023,0.2904934
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2013,Q3 2013,311053.6,440,0.35779557
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2013,Q3 2013,50703.25,63,0.39116329
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q3 2013,112037.31,1309,0.29898353
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2013,Q3 2013,246478.83,1767,0.38346835
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q3 2013,460184.76,1827,0.40447832
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q3 2013,181969.55,1505,0.56537921
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q3 2013,55438.58,1406,0.49885874
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q3 2013,31653.96,2561,0.41909385
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q3 2013,65171.98,667,0.33660677
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q3 2013,152830.86,2093,0.2810189
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q3 2013,129553.2,477,0.38637703
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q3 2013,150088.32,426,0.39449932
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q3 2013,216120.06,494,0.45397609
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q3 2013,137330.29,4514,0.50695509
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q3 2013,63056.49,903,0.41028211
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2013,Q3 2013,27478.53,1899,0.53351762
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q3 2013,46151.8,2921,0.52531646
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 2,2013,Q3 2013,25559.46,953,0.37844892
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2013,Q3 2013,15203.95,527,0.37608319
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2013,Q3 2013,45261.04,836,0.44052457
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2013,Q3 2013,34706,1036,0.44059701
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2013,Q3 2013,5110.7,98,0.44870566
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q3 2013,52131.12,1686,0.35316947
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2013,Q3 2013,17124.68,265,0.37126124
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q3 2013,45309.9,1697,0.52097378
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q3 2013,10740,1790,0.69
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q3 2013,3251.41,541,0.69550749
China,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q3 2013,27435.87,4062,0.64170846
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q3 2013,2030,406,0.61
China,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q3 2013,12759.6,2604,0.62244898
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q3 2013,1986,331,0.54
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q4 2013,34404.82,5457,0.53526831
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q4 2013,118975.36,5166,0.30830737
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q4 2013,148068.24,2813,0.33564004
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q4 2013,14335.18,226,0.26880025
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q4 2013,75817.44,5994,0.59601195
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q4 2013,29231.85,1535,0.47488784
United States,Web,Department Store,Camping Equipment,Tents,Star Dome,2013,Q4 2013,213330.75,345,0.35958599
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q4 2013,77181.96,95,0.39687979
United States,Web,Department Store,Camping Equipment,Tents,Star Peg,2013,Q4 2013,11521.46,5841,0.493033
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q4 2013,296496.21,2099,0.39117603
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q4 2013,153514.86,1376,0.5289785
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q4 2013,83541.02,2753,0.44381383
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q4 2013,30988.65,1785,0.51326534
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,52226.34,547,0.3275893
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q4 2013,119387.7,1635,0.2810189
